,base_model,predicted_model,expected_f1_score,expected_precision,expected_recall,SEMANTIC_SIMILARITY,comparit_precision,comparit_recall,comparit_f1_score,SEMANTIC_SIMILARITY_ERROR,COMPARIT_ERROR
284,evaluate_travis/tracee_backend,evaluate_travis/tracee_backend/base_model/mutant_10,0.9375,1.0,0.8823529412,0.9989029514464354,1.0,0.88235295,0.9375,0.0614,0.0
285,evaluate_travis/tracee_backend,evaluate_travis/tracee_backend/base_model/mutant_2,0.0,0.0,0.0,0.2584472317090105,0.0,0.0,0.0,0.25845,0.0
286,evaluate_travis/tracee_backend,evaluate_travis/tracee_backend/base_model/mutant_9,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.0,0.0
287,evaluate_travis/tracee_backend,evaluate_travis/tracee_backend/base_model/mutant_5,0.5000000000242347,0.6363636364,0.4117647059,0.9007046421314582,0.6363636,0.4117647,0.5,0.4007,0.0
288,evaluate_travis/tracee_backend,evaluate_travis/tracee_backend/base_model/mutant_6,0.8750000000052734,0.9333333333,0.8235294118,0.9976926693429018,0.93333334,0.8235294,0.875,0.12269,0.0
289,evaluate_travis/tracee_backend,evaluate_travis/tracee_backend/base_model/mutant_7,0.8750000000052734,0.9333333333,0.8235294118,0.9976926693429018,0.93333334,0.8235294,0.875,0.12269,0.0
290,evaluate_travis/solr-4.x-2,evaluate_travis/solr-4.x-2/base_model/mutant_4,0.6666666667,1.0,0.5,0.8656816356516951,1.0,0.5,0.6666667,0.19901,0.0
291,evaluate_travis/solr-4.x-2,evaluate_travis/solr-4.x-2/base_model/mutant_8,0.8571428571,1.0,0.75,0.9286431895708515,1.0,0.75,0.85714287,0.0715,0.0
292,evaluate_travis/solr-4.x-2,evaluate_travis/solr-4.x-2/base_model/mutant_3,0.6666666667,1.0,0.5,0.8656816356516951,1.0,0.5,0.6666667,0.19901,0.0
293,evaluate_travis/solr-4.x-2,evaluate_travis/solr-4.x-2/base_model/mutant_1,1.0,1.0,1.0,0.9999999999999997,1.0,1.0,1.0,0.0,0.0
294,evaluate_travis/solr-4.x-2,evaluate_travis/solr-4.x-2/base_model/mutant_10,0.6666666667,1.0,0.5,0.8656816356516951,1.0,0.5,0.6666667,0.19901,0.0
295,evaluate_travis/solr-4.x-2,evaluate_travis/solr-4.x-2/base_model/mutant_2,0.0,0.0,0.0,0.8138843267856839,0.0,0.0,0.0,0.81388,0.0
296,evaluate_travis/solr-4.x-2,evaluate_travis/solr-4.x-2/base_model/mutant_9,1.0,1.0,1.0,0.9999999999999997,1.0,1.0,1.0,0.0,0.0
297,evaluate_travis/solr-4.x-2,evaluate_travis/solr-4.x-2/base_model/mutant_5,0.8571428571,1.0,0.75,0.9286431895708515,1.0,0.75,0.85714287,0.0715,0.0
298,evaluate_travis/solr-4.x-2,evaluate_travis/solr-4.x-2/base_model/mutant_6,0.8571428571,1.0,0.75,0.9491705588017374,1.0,0.75,0.85714287,0.09203,0.0
299,evaluate_travis/solr-4.x-2,evaluate_travis/solr-4.x-2/base_model/mutant_7,0.8571428571,1.0,0.75,0.9491705588017374,1.0,0.75,0.85714287,0.09203,0.0
300,evaluate_travis/tracee_binding_jaxws,evaluate_travis/tracee_binding_jaxws/base_model/mutant_4,0.6896551723902496,0.8333333333,0.5882352941,0.8551664801780074,0.8333333,0.5882353,0.6896552,0.16551,0.0
301,evaluate_travis/tracee_binding_jaxws,evaluate_travis/tracee_binding_jaxws/base_model/mutant_8,0.7333333333317777,0.8461538462,0.6470588235,0.8844970907425677,0.84615386,0.64705884,0.73333335,0.15116,0.0
302,evaluate_travis/tracee_binding_jaxws,evaluate_travis/tracee_binding_jaxws/base_model/mutant_3,0.4615384615715976,0.6666666667,0.3529411765,0.7041429556446139,0.6666667,0.3529412,0.46153846,0.2426,0.0
303,evaluate_travis/tracee_binding_jaxws,evaluate_travis/tracee_binding_jaxws/base_model/mutant_1,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.0,0.0
304,evaluate_travis/tracee_binding_jaxws,evaluate_travis/tracee_binding_jaxws/base_model/mutant_10,0.8666666667,1.0,0.7647058824,0.9383420666171971,1.0,0.7647059,0.8666667,0.07168,0.0
305,evaluate_travis/tracee_binding_jaxws,evaluate_travis/tracee_binding_jaxws/base_model/mutant_2,0.0,0.0,0.0,0.4908535692374252,0.0,0.0,0.0,0.49085,0.0
306,evaluate_travis/tracee_binding_jaxws,evaluate_travis/tracee_binding_jaxws/base_model/mutant_9,0.8387096774593132,0.9285714286,0.7647058824,0.9593213003844083,0.9285714,0.7647059,0.83870965,0.12061,0.0
307,evaluate_travis/tracee_binding_jaxws,evaluate_travis/tracee_binding_jaxws/base_model/mutant_5,0.51851851853,0.7,0.4117647059,0.7420616724173625,0.7,0.4117647,0.51851857,0.22354,0.0
308,evaluate_travis/tracee_binding_jaxws,evaluate_travis/tracee_binding_jaxws/base_model/mutant_6,0.7999999999822223,0.9230769231,0.7058823529,0.945154509060898,0.9230769,0.7058824,0.8,0.14515,0.0
309,evaluate_travis/tracee_binding_jaxws,evaluate_travis/tracee_binding_jaxws/base_model/mutant_7,0.9696969697,1.0,0.9411764706,0.993575293177087,1.0,0.9411765,0.969697,0.02388,0.0
310,evaluate_travis/steve,evaluate_travis/steve/base_model/mutant_4,0.5048121701325228,0.6411671924,0.4162826421,0.9301707768954041,0.6333333,0.4067885,0.4953895,0.42536,0.009
311,evaluate_travis/steve,evaluate_travis/steve/base_model/mutant_8,0.5721212121252306,0.7008166295,0.483358935,0.9240869084506553,0.6944232,0.47467363,0.56389576,0.35197,0.008
312,evaluate_travis/steve,evaluate_travis/steve/base_model/mutant_3,0.21690044472744166,0.3268041237,0.1623143881,0.9467079416092713,0.32594937,0.1613577,0.21585749,0.72981,0.001
313,evaluate_travis/steve,evaluate_travis/steve/base_model/mutant_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
314,evaluate_travis/steve,evaluate_travis/steve/base_model/mutant_10,0.8967362225746307,0.9389355742,0.8581669227,0.9999274941979092,0.93832093,0.85796344,0.8963448,0.10319,0.0
315,evaluate_travis/steve,evaluate_travis/steve/base_model/mutant_2,0.0,0.0,0.0,0.2214889665903267,0.0,0.0,0.0,0.22149,0.0
316,evaluate_travis/steve,evaluate_travis/steve/base_model/mutant_9,0.8076496674021636,0.8803625378,0.746031746,0.9991022070783895,0.88487446,0.7545692,0.81454337,0.19145,0.007
317,evaluate_travis/steve,evaluate_travis/steve/base_model/mutant_5,0.2984676881947705,0.4270734032,0.229390681,0.9301153672113046,0.4274586,0.22924282,0.29843643,0.63165,0.0
318,evaluate_travis/steve,evaluate_travis/steve/base_model/mutant_6,0.7514876735416192,0.8413705584,0.6789554531,0.9988566072891245,0.8462033,0.6866841,0.75814354,0.24737,0.007
319,evaluate_travis/steve,evaluate_travis/steve/base_model/mutant_7,0.9521818657000166,0.9722518677,0.9329237071,0.9994204755542921,0.9722222,0.9321149,0.95174617,0.04724,0.0
320,evaluate_travis/candybar_app,evaluate_travis/candybar_app/base_model/mutant_4,0.699999999976,0.875,0.5833333333,0.9505659565449847,0.875,0.5833333,0.7,0.25057,0.0
321,evaluate_travis/candybar_app,evaluate_travis/candybar_app/base_model/mutant_8,0.7619047619306123,0.8888888889,0.6666666667,0.9532059092964276,0.8888889,0.6666667,0.7619048,0.1913,0.0
322,evaluate_travis/candybar_app,evaluate_travis/candybar_app/base_model/mutant_3,0.699999999976,0.875,0.5833333333,0.9505659565449847,0.875,0.5833333,0.7,0.25057,0.0
323,evaluate_travis/candybar_app,evaluate_travis/candybar_app/base_model/mutant_1,1.0,1.0,1.0,1.0000000000000004,1.0,1.0,1.0,0.0,0.0
324,evaluate_travis/candybar_app,evaluate_travis/candybar_app/base_model/mutant_10,0.9090909091,1.0,0.8333333333,0.9895692084215578,1.0,0.8333333,0.90909094,0.08048,0.0
325,evaluate_travis/candybar_app,evaluate_travis/candybar_app/base_model/mutant_2,0.0,0.0,0.0,0.896755937562391,0.0,0.0,0.0,0.89676,0.0
326,evaluate_travis/candybar_app,evaluate_travis/candybar_app/base_model/mutant_9,1.0,1.0,1.0,1.0000000000000004,1.0,1.0,1.0,0.0,0.0
327,evaluate_travis/candybar_app,evaluate_travis/candybar_app/base_model/mutant_5,0.7619047619306123,0.8888888889,0.6666666667,0.9532059092964276,0.8888889,0.6666667,0.7619048,0.1913,0.0
328,evaluate_travis/candybar_app,evaluate_travis/candybar_app/base_model/mutant_6,0.9565217391,1.0,0.9166666667,0.9994821202540682,1.0,0.9166667,0.95652175,0.04296,0.0
329,evaluate_travis/candybar_app,evaluate_travis/candybar_app/base_model/mutant_7,0.9565217391,1.0,0.9166666667,0.9994821202540682,1.0,0.9166667,0.95652175,0.04296,0.0
